P_Gain,I_Gain,D_Gain,Deadband,max_error,max_i_error,max_d_error,max_output,,,,,,
47,0.487933,0.000000,0.000000,0.011466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
48,0.498337,0.000000,0.000000,0.011466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
49,0.508695,0.000000,0.000000,0.011466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
50,0.519110,0.000000,0.000000,0.011504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
51,0.529511,0.000000,0.000000,0.011534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
52,0.539893,0.000000,0.000000,0.011681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
53,0.550278,0.000000,0.000000,0.011700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
54,0.560694,0.000000,0.000000,0.011634,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
55,0.571085,0.000000,0.000000,0.011650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
56,0.581480,0.000000,0.000000,0.011685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
57,0.591866,0.000000,0.000000,0.011636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
58,0.602525,0.000000,0.000000,0.011622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
59,0.613112,0.000000,0.000000,0.011622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
60,0.623460,0.000000,0.000000,0.011748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61,0.633810,0.000000,0.000000,0.011453,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
62,0.644158,0.000000,0.000000,0.011438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
63,0.654505,0.000000,0.000000,0.011518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
64,0.664858,0.000000,0.000000,0.011555,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
65,0.675273,0.000000,0.000000,0.011466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66,0.685629,0.000000,0.000000,0.011458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
67,0.696103,0.000000,0.000000,0.011464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
68,0.706451,0.000000,0.000000,0.011515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
69,0.716799,0.000000,0.000000,0.011515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
70,0.727194,0.000000,0.000000,0.011644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
71,0.737584,0.000000,0.000000,0.011646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
72,0.747975,0.000000,0.000000,0.011652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73,0.758366,0.000000,0.000000,0.011704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
74,0.768757,0.000000,0.000000,0.011666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
75,0.779148,0.000000,0.000000,0.011629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
76,0.789617,0.000000,0.000000,0.011703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
77,0.800016,0.000000,0.000000,0.011672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
78,0.810424,0.000000,0.000000,0.011672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
79,0.820787,0.000000,0.000000,0.011708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
80,0.831138,0.000000,0.000000,0.011712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
81,0.841485,0.000000,0.000000,0.011503,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
82,0.851857,0.000000,0.000000,0.011504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
83,0.862249,0.000000,0.000000,0.011433,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
84,0.872595,0.000000,0.000000,0.011441,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
85,0.883012,0.000000,0.000000,0.011470,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
86,0.893357,0.000000,0.000000,0.011447,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
87,0.903706,0.000000,0.000000,0.011473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
88,0.914075,0.000000,0.000000,0.011473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
89,0.924475,0.000000,0.000000,0.011679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90,0.934869,0.000000,0.000000,0.011636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
91,0.945285,0.000000,0.000000,0.011690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
92,0.955731,0.000000,0.000000,0.011636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
93,0.966117,0.000000,0.000000,0.011637,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
94,0.976575,0.000000,0.000000,0.011724,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
95,0.986960,0.000000,0.000000,0.011705,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
96,0.997357,0.000000,0.000000,0.011706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
97,1.007758,0.000000,0.000000,0.011706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
98,1.018156,0.000000,0.000000,0.011970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
99,1.028516,0.000000,0.000000,0.011633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
100,1.038862,0.000000,0.000000,0.011473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
101,1.049294,0.000000,0.000000,0.011452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
102,1.059637,0.000000,0.000000,0.011455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
103,1.070013,0.000000,0.000000,0.011448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
104,1.080370,0.000000,0.000000,0.011489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
105,1.090721,0.000000,0.000000,0.011442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106,1.101115,0.000000,0.000000,0.011501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
107,1.111525,0.000000,0.000000,0.011501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
108,1.121883,0.000000,0.000000,0.011808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
109,1.132269,0.000000,0.000000,0.011512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
110,1.142667,0.000000,0.000000,0.011659,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
111,1.153064,0.000000,0.000000,0.011727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
112,1.163460,0.000000,0.000000,0.011649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
113,1.173859,0.000000,0.000000,0.011642,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
114,1.184257,0.000000,0.000000,0.011645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
115,1.194652,0.000000,0.000000,0.011683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
116,1.205407,0.000000,0.000000,0.011666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
117,1.215996,0.000000,0.000000,0.011666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
118,1.226338,0.000000,0.000000,0.011639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
119,1.236683,0.000000,0.000000,0.011438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
120,1.247085,0.000000,0.000000,0.011493,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
121,1.257435,0.000000,0.000000,0.011481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
122,1.267830,0.000000,0.000000,0.011456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
123,1.278180,0.000000,0.000000,0.011456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
124,1.288532,0.000000,0.000000,0.011443,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
125,1.298936,0.000000,0.000000,0.011491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
126,1.309282,0.000000,0.000000,0.011447,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
127,1.319634,0.000000,0.000000,0.011447,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
128,1.330046,0.000000,0.000000,0.011569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
129,1.340438,0.000000,0.000000,0.011772,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130,1.350839,0.000000,0.000000,0.011641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131,1.361236,0.000000,0.000000,0.011678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132,1.371634,0.000000,0.000000,0.011640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133,1.382037,0.000000,0.000000,0.011761,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
134,1.392433,0.000000,0.000000,0.011628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
135,1.402894,0.000000,0.000000,0.011699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
136,1.413297,0.000000,0.000000,0.011699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
137,1.423677,0.000000,0.000000,0.011883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
138,1.434081,0.000000,0.000000,0.011464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
139,1.444435,0.000000,0.000000,0.011450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
140,1.454785,0.000000,0.000000,0.011463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
141,1.465188,0.000000,0.000000,0.011445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
142,1.475592,0.000000,0.000000,0.011430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
143,1.485938,0.000000,0.000000,0.011502,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
144,1.496342,0.000000,0.000000,0.011454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
145,1.506695,0.000000,0.000000,0.011488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
146,1.517140,0.000000,0.000000,0.011449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
147,1.527687,0.000000,0.000000,0.011449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
148,1.538072,0.000000,0.000000,0.011635,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
149,1.548480,0.000000,0.000000,0.011652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
150,1.558915,0.000000,0.000000,0.011610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
151,1.569301,0.000000,0.000000,0.011763,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
152,1.579687,0.000000,0.000000,0.011665,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
153,1.590077,0.000000,0.000000,0.011733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
154,1.600477,0.000000,0.000000,0.011752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
155,1.610872,0.000000,0.000000,0.011679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
156,1.621242,0.000000,0.000000,0.011679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
157,1.631591,0.000000,0.000000,0.011644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
158,1.641939,600.000000,0.000000,0.011462,600.000000,0.000000,600.000000,6.876996,52348.438184,480.000000,0.000000,0.000000,100.000000
159,1.652299,600.000000,16.626006,0.011489,583.373994,600.000000,583.373994,13.579117,-1447.180676,466.699195,0.000000,-0.000000,100.000000
160,1.662665,600.000000,149.640713,0.011518,450.359287,583.373994,450.359287,18.766235,-11548.687141,360.287430,0.000000,-0.000000,100.000000
161,1.673028,600.000000,282.643147,0.011443,317.356853,450.359287,317.356853,22.397865,-11622.669207,253.885482,0.000000,-0.000000,100.000000
162,1.683395,600.000000,465.530772,0.011491,134.469228,317.356853,134.469228,23.943048,-15915.762113,107.575383,0.000000,-0.000000,100.000000
163,1.693763,600.000000,532.028321,0.011489,67.971679,134.469228,67.971679,24.723954,-5788.084539,54.377343,0.000000,-0.000000,54.377343
164,1.704180,600.000000,565.299941,0.011525,34.700059,67.971679,34.700059,25.123884,-2886.822037,27.760047,0.000000,-0.000000,27.760047
165,1.714541,600.000000,565.295712,0.011506,34.704288,34.700059,34.704288,25.523203,0.367580,27.763431,0.000000,0.000000,27.763431
166,1.724970,600.000000,565.295712,0.011506,34.704288,34.700059,34.704288,25.523203,0.367580,27.763431,0.000000,0.000000,27.763431
167,1.735490,600.000000,498.668754,0.011680,101.331246,34.704288,101.331246,26.706704,5704.593337,81.064997,0.000000,0.000000,81.064997
168,1.745894,600.000000,465.327037,0.011632,134.672963,101.331246,134.672963,28.273221,2866.376253,107.738371,0.000000,0.000000,100.000000
169,1.756297,600.000000,565.098462,0.011631,34.901538,134.672963,34.901538,28.679145,-8578.408193,27.921230,0.000000,-0.000000,27.921230
170,1.766750,600.000000,581.714654,0.011662,18.285346,34.901538,18.285346,28.892382,-1424.858957,14.628277,0.000000,-0.000000,14.628277
171,1.777166,600.000000,515.241560,0.011678,84.758440,18.285346,84.758440,29.882204,5692.087237,67.806752,0.000000,0.000000,67.806752
172,1.787563,600.000000,465.368336,0.011770,134.631664,84.758440,134.631664,31.466880,4237.154210,107.705332,0.000000,0.000000,100.000000
173,1.797970,600.000000,498.635583,0.011650,101.364417,134.631664,101.364417,32.647817,-2855.455552,81.091533,0.000000,-0.000000,81.091533
174,1.808384,600.000000,565.116157,0.011661,34.883843,101.364417,34.883843,33.054593,-5701.180782,27.907074,0.000000,-0.000000,27.907074
175,1.818839,600.000000,565.116157,0.011661,34.883843,101.364417,34.883843,33.054593,-5701.180782,27.907074,0.000000,-0.000000,27.907074
176,1.829222,600.000000,581.592221,0.011971,18.407779,34.883843,18.407779,33.274956,-1376.309330,14.726223,0.000000,-0.000000,14.726223
177,1.839632,600.000000,515.386241,0.011437,84.613759,18.407779,84.613759,34.242672,5788.822846,67.691007,0.000000,0.000000,67.691007
178,1.850013,600.000000,482.142634,0.011507,117.857366,84.613759,117.857366,35.598893,2888.912611,94.285893,0.000000,0.000000,94.285893
179,1.860375,600.000000,532.019458,0.011456,67.980542,117.857366,67.980542,36.377660,-4353.873775,54.384434,0.000000,-0.000000,54.384434
180,1.870742,600.000000,581.872658,0.011519,18.127342,67.980542,18.127342,36.586472,-4327.829658,14.501873,0.000000,-0.000000,14.501873
181,1.881158,600.000000,581.876954,0.011532,18.123046,18.127342,18.123046,36.795463,-0.372459,14.498437,0.000000,-0.000000,14.498437
182,1.891563,600.000000,498.795857,0.011486,101.204143,18.123046,101.204143,37.957844,7233.556204,80.963314,0.000000,0.000000,80.963314
183,1.901924,600.000000,465.499798,0.011475,134.500202,101.204143,134.500202,39.501189,2901.703031,107.600161,0.000000,0.000000,100.000000
184,1.912289,600.000000,532.031240,0.011507,67.968760,134.500202,67.968760,40.283272,-5782.069105,54.375008,0.000000,-0.000000,54.375008
185,1.923031,600.000000,581.701834,0.011513,18.298166,67.968760,18.298166,40.493938,-4314.321171,14.638533,0.000000,-0.000000,14.638533
186,1.933531,600.000000,581.701834,0.011513,18.298166,67.968760,18.298166,40.493938,-4314.321171,14.638533,0.000000,-0.000000,14.638533
187,1.943946,600.000000,548.457627,0.011695,51.542373,18.298166,51.542373,41.096736,2842.552825,41.233898,0.000000,0.000000,41.233898
188,1.954357,600.000000,498.590485,0.011631,101.409515,51.542373,101.409515,42.276222,4287.464047,81.127612,0.000000,0.000000,81.127612
189,1.964776,600.000000,448.766207,0.011677,151.233793,101.409515,151.233793,44.042242,4266.720768,120.987034,0.000000,0.000000,100.000000
190,1.975213,600.000000,598.092086,0.011622,1.907914,151.233793,1.907914,44.064416,-12848.254186,1.526331,0.000000,-0.000000,1.526331
191,1.985630,600.000000,548.478903,0.011623,51.521097,1.907914,51.521097,44.663236,4268.606289,41.216877,0.000000,0.000000,41.216877
192,1.996107,600.000000,432.142090,0.011679,167.857910,51.521097,167.857910,46.623634,9961.267214,134.286328,0.000000,0.000000,100.000000
193,2.006515,600.000000,432.146055,0.011709,167.853945,167.857910,167.853945,48.589119,-0.338598,134.283156,0.000000,-0.000000,100.000000
194,2.016916,600.000000,531.841624,0.011661,68.158376,167.853945,68.158376,49.383909,-8549.533990,54.526701,0.000000,-0.000000,54.526701
195,2.027298,600.000000,531.841624,0.011661,68.158376,167.853945,68.158376,49.383909,-8549.533990,54.526701,0.000000,-0.000000,54.526701
196,2.037660,600.000000,598.492039,0.011692,1.507961,68.158376,1.507961,49.401539,-5700.726593,1.206368,0.000000,-0.000000,1.206368
197,2.048114,600.000000,498.724015,0.011488,101.275985,1.507961,101.275985,50.565046,8684.183484,81.020788,0.000000,0.000000,81.020788
198,2.058475,600.000000,448.871537,0.011488,151.128463,101.275985,151.128463,52.301173,4339.619563,120.902770,0.000000,0.000000,100.000000
199,2.068831,600.000000,515.389069,0.011470,84.610931,151.128463,84.610931,53.271648,-5799.330467,67.688745,0.000000,-0.000000,67.688745
200,2.079186,600.000000,582.034988,0.011465,17.965012,84.610931,17.965012,53.477624,-5812.804476,14.372010,0.000000,-0.000000,14.372010
201,2.089549,600.000000,581.926410,0.011480,18.073590,17.965012,18.073590,53.685106,9.458129,14.458872,0.000000,0.000000,14.458872
202,2.099910,600.000000,498.561003,0.011499,101.438997,18.073590,101.438997,54.851530,7249.940579,81.151197,0.000000,0.000000,81.151197
203,2.110292,600.000000,448.894731,0.011437,151.105269,101.438997,151.105269,56.579706,4342.633345,120.884215,0.000000,0.000000,100.000000
